index_x,sex,cage,mouseid,Eating,Drinking,Climbing_the_net,Curling_up,Straightening_up,Bending,Grooming,Standing,Stillness,Walking,Travel_distance,Group_of_three_mice,Rest,Rest_count,Short_sleep,Short_sleep_count,Long_sleep,Long_sleep_count,Group_of_two_mice,testage3,dietary,TestAge,Sex,Dietary,index_y,median_area,median_c,median_k,median_len,q1_area,q1_c,q1_k,q1_len,q3_area,q3_c,q3_k,q3_len,mouse_uid
674,1,D13,mouse3,4686.35,111.05,7.85,11526.2,44385.5,2913.3,12.7,24790.25,839.95,760.05,12.86,674.15,15596.25,82,14504.85,35,23310.95,25,24351.8,13,Control,13.0,1,Control,432.0,7706.0,89.6666666666667,87.3333333333333,355.333333333333,7060.33333333333,78.0,77.0,339.333333333333,8509.33333333333,102.666666666667,97.6666666666667,373.333333333333,female_D13
735,1,D13,mouse1,8471.1,184.4,3.45,11041.95,52202.55,2020.95,11.55,11389.85,1022.3,995.9,18.35,1100.75,13366.7,68,17767.9,42,18132.2,17,21805.1,14,Control,14.0,1,Control,475.0,7829.33333333333,94.6666666666667,83.6666666666667,358.0,7130.66666666667,81.3333333333333,74.0,342.0,8670.0,107.0,96.0,377.333333333333,female_D13
1728,0,D13,mouse1,10727.65,143.55,66.9,12093.25,45268.95,4926.2,21.85,8773.0,1453.15,710.15,13.68,1711.9,14431.8,73,17377.2,42,17671.6,20,18275.85,9,Control,9.0,0,Control,272.0,8613.33333333333,96.0,92.6666666666667,378.666666666667,7680.0,79.3333333333333,79.0,357.333333333333,9727.66666666667,112.333333333333,106.666666666667,401.333333333333,male_D13
645,1,D04,mouse1,7935.9,13.1,18.0,15792.15,52352.5,2057.35,9.3,8197.55,782.85,1006.7,18.01,1164.15,16894.55,90,15045.15,34,14599.8,14,16978.7,13,Control,13.0,1,Control,423.0,7844.0,89.0,86.6666666666667,360.0,6782.66666666667,76.6666666666667,74.6666666666667,333.333333333333,8950.33333333333,106.666666666667,99.3333333333333,386.0,female_D04
799,1,D11,mouse2,8004.5,451.95,27.0,12837.65,45510.9,4039.45,81.95,13301.7,1916.6,823.55,15.7,928.3,15524.2,81,11335.05,29,16394.1,17,19809.15,16,Control,16.0,1,Control,517.0,8693.66666666667,92.6666666666667,95.3333333333333,377.333333333333,7886.66666666667,81.6666666666667,82.3333333333333,359.333333333333,9648.66666666667,105.666666666667,106.333333333333,398.0,female_D11
1388,0,D17,mouse3,5573.4,23.1,62.4,12930.4,42266.7,2421.3,5.3,9153.4,1927.0,1028.3,14.44,2188.2,12237.8,65,4959.6,12,17611.9,18,26512.3,3,Control,3.0,0,Control,40.0,5512.0,78.0,71.3333333333333,300.0,4786.66666666667,65.6666666666667,61.6666666666667,280.666666666667,6448.66666666667,89.3333333333333,82.6666666666667,328.0,male_D17
2419,0,D17,mouse2,6540.2,359.9,11.95,10638.45,50357.3,6021.65,55.85,14071.4,1584.85,792.25,14.9,380.75,16638.55,88,12773.3,31,22093.7,21,19469.15,21,Control,21.0,0,Control,774.0,9664.0,94.0,102.333333333333,398.666666666667,8603.66666666667,83.0,86.6666666666667,376.0,10948.3333333333,110.0,117.0,425.333333333333,male_D17
654,1,D07,mouse1,4124.6,41.85,5.4,10671.25,50549.1,2269.2,24.4,11767.15,1395.05,1018.95,18.4,2083.6,17341.35,93,13137.05,32,9272.95,10,27069.25,13,Control,13.0,1,Control,426.0,7981.66666666667,89.3333333333333,91.6666666666667,362.0,7227.33333333333,77.3333333333333,79.6666666666667,344.0,8956.66666666667,103.0,102.333333333333,383.333333333333,female_D07
1026,1,D04,mouse1,12325.7,507.4,9.9,13782.1,60098.7,633.3,10.0,2736.4,202.9,905.1,17.19,417.35,17801.25,94,16085.5,37,11289.85,13,12496.55,20,Control,20.0,1,Control,693.0,8036.0,86.6666666666667,93.3333333333333,364.0,7353.0,76.0,80.3333333333333,346.666666666667,8916.0,99.3333333333333,107.666666666667,384.0,female_D04
586,1,D07,mouse2,4661.15,188.5,5.95,18423.35,56596.5,3390.35,53.25,10128.65,835.9,907.7,17.66,1863.9,19236.45,103,15343.75,38,15797.5,19,23119.9,12,Control,12.0,1,Control,380.0,7603.0,91.6666666666667,84.3333333333333,352.0,6836.33333333333,80.3333333333333,74.3333333333333,334.666666666667,8704.0,104.0,95.6666666666667,379.333333333333,female_D07
872,1,D13,mouse3,11555.25,582.0,48.7,15810.0,49230.65,878.9,4.65,4381.3,249.65,690.95,13.01,3109.8,13339.4,71,12220.1,30,19182.25,20,27987.3,17,Control,17.0,1,Control,566.0,7634.66666666667,86.6666666666667,88.3333333333333,353.333333333333,6668.66666666667,75.3333333333333,76.3333333333333,330.0,8748.33333333333,98.3333333333333,103.0,380.0,female_D13
325,1,D13,mouse2,4691.9,43.35,27.65,15390.5,53317.1,2950.8,18.4,13103.3,1370.7,1193.6,19.08,743.95,16290.65,86,18683.8,41,12973.6,12,21187.8,8,Control,8.0,1,Control,201.0,6894.0,84.3333333333333,83.0,335.333333333333,6200.0,73.3333333333333,72.6666666666667,318.0,7805.33333333333,96.0,93.6666666666667,358.0,female_D13
748,1,D17,mouse2,5473.05,212.5,31.55,10873.15,47364.3,2339.05,31.45,15610.9,639.4,1572.75,24.26,684.35,14073.0,76,11584.2,30,7464.1,9,22226.2,14,Control,14.0,1,Control,479.0,6972.0,80.6666666666667,86.3333333333333,337.333333333333,6272.33333333333,71.0,74.0,320.666666666667,7875.66666666667,94.6666666666667,98.3333333333333,360.0,female_D17
1773,0,D04,mouse1,4293.35,22.4,31.85,16703.15,46703.25,2388.35,33.3,5960.25,615.4,608.3,13.08,781.75,14006.45,81,13349.15,32,12975.6,13,16062.85,10,Control,10.0,0,Control,311.0,8115.66666666667,88.0,94.6666666666667,366.666666666667,7389.66666666667,74.6666666666667,79.3333333333333,350.666666666667,9092.0,106.333333333333,107.666666666667,388.666666666667,male_D04
18,1,D07,mouse1,32.2,0.0,3.1,8074.7,26096.9,1293.3,2.1,47091.2,772.3,2041.3,30.61,380.4,11929.2,66,9081.7,22,8890.0,10,16019.9,3,Control,3.0,1,Control,6.0,4431.0,67.6666666666667,65.6666666666667,268.666666666667,3878.66666666667,58.6666666666667,58.0,251.333333333333,5573.33333333333,78.6666666666667,75.3333333333333,304.666666666667,female_D07
1441,0,D11,mouse2,15.1,1.0,0.0,19227.5,42838.1,3629.0,6.7,29521.1,1544.2,866.4,17.14,1371.4,18737.6,101,12958.9,33,11645.5,13,25281.7,4,Control,4.0,0,Control,58.0,5702.33333333333,74.6666666666667,77.3333333333333,304.666666666667,5094.0,64.6666666666667,66.3333333333333,288.666666666667,6621.66666666667,85.6666666666667,89.6666666666667,331.333333333333,male_D11
1630,0,D04,mouse2,3741.2,59.75,23.8,14523.35,52328.6,2803.45,63.6,8962.45,893.95,1012.25,17.92,1431.65,15108.35,84,9863.65,24,7730.75,10,23126.65,8,Control,8.0,0,Control,216.0,8623.33333333333,97.0,90.0,378.666666666667,7569.66666666667,81.6666666666667,76.3333333333333,354.0,9862.33333333333,112.0,106.333333333333,404.666666666667,male_D04
1045,1,D11,mouse2,8051.0,357.7,20.8,14437.15,52411.8,3492.1,14.65,1216.5,738.8,780.4,13.75,579.15,16010.85,85,12971.6,30,14808.65,15,15986.35,20,Control,20.0,1,Control,700.0,7158.66666666667,81.0,89.3333333333333,341.333333333333,6427.0,71.6666666666667,78.6666666666667,324.0,8557.33333333333,92.3333333333333,101.666666666667,376.666666666667,female_D11
1027,1,D04,mouse2,9965.5,501.05,3.9,15652.95,57850.5,835.0,3.35,4815.15,219.6,873.0,15.58,417.35,20121.95,110,14070.1,34,10949.0,12,12496.55,20,Control,20.0,1,Control,693.0,8036.0,86.6666666666667,93.3333333333333,364.0,7353.0,76.0,80.3333333333333,346.666666666667,8916.0,99.3333333333333,107.666666666667,384.0,female_D04
353,1,D22,mouse3,3191.95,116.85,34.55,12661.55,46221.8,289.5,1.75,17874.05,177.5,1518.75,17.74,2605.8,14959.3,82,11672.15,28,15834.3,17,29588.3,8,Control,8.0,1,Control,210.0,6910.0,88.0,80.3333333333333,336.0,6297.33333333333,76.0,71.0,320.666666666667,7678.0,99.0,90.0,355.333333333333,female_D22
2328,0,D22,mouse1,14605.2,514.85,89.15,9696.1,39115.1,4071.3,10.8,11023.25,1098.5,813.4,15.28,1677.25,22022.05,116,12698.05,32,8903.3,8,18554.35,19,Control,19.0,0,Control,688.0,9590.66666666667,89.3333333333333,108.0,397.333333333333,8481.33333333333,78.3333333333333,93.6666666666667,374.666666666667,10669.6666666667,104.333333333333,120.333333333333,419.333333333333,male_D22
882,1,D17,mouse1,9382.45,237.6,21.45,13530.25,47917.5,2108.45,63.7,15824.45,820.75,1173.4,20.72,2372.55,13499.1,76,13900.35,32,10239.45,12,28405.7,17,Control,17.0,1,Control,570.0,7930.0,86.6666666666667,91.0,360.666666666667,7014.33333333333,75.6666666666667,77.3333333333333,339.333333333333,9015.66666666667,100.666666666667,106.0,386.666666666667,female_D17
615,1,D17,mouse1,5677.75,166.4,1938.85,20292.85,58853.3,3048.6,89.45,5306.5,681.8,2113.05,29.47,839.65,18715.1,105,14059.95,33,11354.15,12,15658.55,12,Control,12.0,1,Control,390.0,7283.66666666667,87.0,83.0,345.333333333333,6382.66666666667,75.3333333333333,72.6666666666667,322.0,8274.66666666667,101.0,93.6666666666667,370.0,female_D17
19,1,D07,mouse2,31.0,0.0,3.7,6728.5,23910.6,1105.8,0.6,46843.4,633.4,1863.4,28.23,380.4,9989.0,52,8850.3,21,9244.6,9,16019.9,3,Control,3.0,1,Control,6.0,4431.0,67.6666666666667,65.6666666666667,268.666666666667,3878.66666666667,58.6666666666667,58.0,251.333333333333,5573.33333333333,78.6666666666667,75.3333333333333,304.666666666667,female_D07
1757,0,D22,mouse3,5117.1,224.6,88.35,15214.5,40094.2,1534.8,2.35,1461.75,703.1,603.7,9.98,3110.3,12692.6,69,10163.65,23,13988.7,15,26547.6,9,Control,9.0,0,Control,281.0,8057.66666666667,84.0,97.0,364.0,7229.0,73.6666666666667,83.3333333333333,344.666666666667,9006.66666666667,96.3333333333333,110.666666666667,386.666666666667,male_D22
854,1,D07,mouse3,5999.7,413.7,9.85,12489.3,54171.25,3336.75,37.55,1213.55,1468.9,373.0,9.09,1472.75,19881.75,108,11384.25,28,18880.25,20,23473.4,17,Control,17.0,1,Control,560.0,7469.0,85.0,90.0,348.666666666667,6707.33333333333,74.6666666666667,78.3333333333333,330.0,8654.0,95.6666666666667,102.0,377.333333333333,female_D07
1177,1,D22,mouse2,10167.05,397.65,38.7,14411.65,53129.45,642.9,2.1,3946.35,167.7,1364.45,22.97,2851.4,15818.4,86,11334.1,28,6972.7,8,28425.8,22,Control,22.0,1,Control,802.0,6738.0,81.3333333333333,85.0,332.0,5920.33333333333,71.3333333333333,72.3333333333333,312.0,7986.0,93.0,98.0,362.666666666667,female_D22
180,1,D13,mouse1,315.2,1.3,9.6,16256.9,40927.1,3436.6,10.3,19451.8,1776.9,792.8,14.65,2112.8,13738.3,77,13489.0,33,13534.3,17,23966.7,6,Control,6.0,1,Control,131.0,4872.66666666667,70.0,71.0,281.333333333333,4291.33333333333,60.0,62.0,264.0,5817.0,81.3333333333333,78.6666666666667,310.666666666667,female_D13
713,1,D04,mouse3,3937.8,31.65,0.2,10175.4,49335.15,1351.35,5.15,4675.8,507.65,673.05,11.39,1114.2,16530.75,91,8061.0,20,14300.0,17,19917.0,14,Control,14.0,1,Control,467.0,7828.33333333333,89.3333333333333,88.3333333333333,359.333333333333,6904.0,76.3333333333333,76.0,336.0,8856.66666666667,104.0,100.666666666667,384.0,female_D04
1914,0,D07,mouse1,6264.3,555.2,208.95,16257.5,44508.0,10555.8,31.35,1595.75,2798.85,514.4,11.63,4221.0,15719.25,83,20414.35,48,17241.7,18,30837.2,12,Control,12.0,0,Control,403.0,8941.66666666667,91.0,97.3333333333333,384.0,7985.33333333333,79.0,82.3333333333333,362.666666666667,10050.6666666667,106.666666666667,114.333333333333,409.333333333333,male_D07
2418,0,D17,mouse1,7478.25,662.3,30.15,11136.7,44865.5,6955.7,95.3,17611.4,1638.35,723.8,15.09,380.75,16930.25,91,12651.85,30,15479.55,12,19469.15,21,Control,21.0,0,Control,774.0,9664.0,94.0,102.333333333333,398.666666666667,8603.66666666667,83.0,86.6666666666667,376.0,10948.3333333333,110.0,117.0,425.333333333333,male_D17
1086,1,D04,mouse1,12489.9,652.35,5.2,15486.6,44449.35,1955.65,19.4,3979.3,495.45,552.9,12.74,952.15,20279.7,107,12854.7,31,11774.3,14,14827.25,21,Control,21.0,1,Control,738.0,7979.33333333333,86.6666666666667,93.3333333333333,362.0,7229.66666666667,75.6666666666667,79.6666666666667,344.666666666667,8985.66666666667,99.0,107.666666666667,386.0,female_D04
2484,0,D04,mouse1,8760.9,605.75,0.85,17636.9,57596.25,2058.5,44.15,728.8,793.3,869.4,17.74,1183.45,17482.85,95,11531.05,28,5421.5,7,19747.6,23,Control,23.0,0,Control,854.0,7040.66666666667,85.0,84.6666666666667,338.666666666667,6088.0,73.6666666666667,72.6666666666667,316.0,8232.33333333333,95.6666666666667,98.3333333333333,367.333333333333,male_D04
410,1,D17,mouse3,3833.75,52.7,44.95,18880.9,50931.3,1846.25,7.75,1194.85,564.15,1705.7,18.65,1076.65,14960.8,82,13961.45,34,11958.35,14,16181.8,9,Control,9.0,1,Control,253.0,6361.66666666667,80.6666666666667,79.0,321.333333333333,5574.66666666667,70.0,69.3333333333333,301.333333333333,7586.33333333333,94.0,88.6666666666667,354.666666666667,female_D17
1854,0,D07,mouse1,3325.95,43.0,15.1,13692.45,58670.05,4683.5,6.85,12561.2,1989.5,1000.15,17.36,2416.7,20959.35,113,15239.05,37,16108.1,18,33785.4,11,Control,11.0,0,Control,360.0,8930.33333333333,93.6666666666667,95.0,384.0,8040.33333333333,80.6666666666667,82.3333333333333,363.333333333333,9996.66666666667,111.333333333333,107.666666666667,407.333333333333,male_D07
1783,0,D07,mouse2,9972.7,682.15,71.7,17706.65,51334.0,2827.45,10.05,3220.7,614.8,1080.8,16.76,1789.15,18553.0,96,18664.95,46,12425.7,12,19341.9,10,Control,10.0,0,Control,314.0,7902.66666666667,85.6666666666667,92.6666666666667,360.666666666667,7165.0,75.0,78.0,342.666666666667,9011.0,98.6666666666667,108.0,388.0,male_D07
2275,0,D22,mouse2,12217.7,386.15,9.7,9714.45,46226.55,2702.65,20.1,17364.7,1856.2,913.45,16.52,1914.7,22025.85,117,12788.8,31,9543.25,9,28269.8,18,Control,18.0,0,Control,644.0,9432.0,90.6666666666667,104.333333333333,394.666666666667,8256.66666666667,79.6666666666667,91.3333333333333,369.333333333333,10737.0,106.333333333333,118.0,420.666666666667,male_D22
1932,0,D13,mouse1,9619.7,26.25,189.2,11186.95,49583.55,5293.8,97.95,11852.05,1710.3,836.95,15.48,1660.25,21670.9,115,17292.4,41,16793.9,18,18813.35,12,Control,12.0,0,Control,409.0,9225.66666666667,97.3333333333333,94.6666666666667,391.333333333333,8335.0,82.0,80.3333333333333,371.333333333333,10263.0,114.666666666667,112.0,413.333333333333,male_D13
731,1,D11,mouse3,6180.1,326.55,3.2,9707.9,43986.45,1049.7,7.8,4311.2,369.15,701.2,10.8,2732.7,11114.05,59,12010.55,29,15728.8,15,21255.85,14,Control,14.0,1,Control,473.0,7849.66666666667,89.3333333333333,86.0,360.0,6694.0,77.6666666666667,74.6666666666667,330.666666666667,8795.66666666667,105.333333333333,99.0,380.666666666667,female_D11
1658,0,D13,mouse3,7389.85,242.75,42.95,8937.25,44245.2,1891.7,10.45,16181.15,1263.85,652.5,12.05,1377.55,18041.15,92,12830.25,30,15605.65,14,26071.75,8,Control,8.0,0,Control,225.0,8497.33333333333,93.6666666666667,89.6666666666667,373.333333333333,7658.66666666667,81.0,79.3333333333333,355.333333333333,9418.33333333333,108.0,104.666666666667,394.666666666667,male_D13
656,1,D07,mouse3,3449.6,43.6,3.2,11112.45,43536.05,2673.15,19.45,9796.85,958.75,614.9,11.66,2083.6,12917.0,71,16756.65,40,11533.25,14,27069.25,13,Control,13.0,1,Control,426.0,7981.66666666667,89.3333333333333,91.6666666666667,362.0,7227.33333333333,77.3333333333333,79.6666666666667,344.0,8956.66666666667,103.0,102.333333333333,383.333333333333,female_D07
1657,0,D13,mouse2,5052.3,139.45,6.1,9657.8,48207.75,3696.55,12.4,18547.25,1398.6,671.95,12.96,1377.55,17899.5,99,19041.7,46,17045.1,19,26071.75,8,Control,8.0,0,Control,225.0,8497.33333333333,93.6666666666667,89.6666666666667,373.333333333333,7658.66666666667,81.0,79.3333333333333,355.333333333333,9418.33333333333,108.0,104.666666666667,394.666666666667,male_D13
1701,0,D04,mouse1,4367.65,78.95,46.45,15953.45,50167.4,6408.1,51.8,431.8,1315.05,747.8,14.61,2016.65,14444.0,74,12176.35,30,11850.2,11,20237.65,9,Control,9.0,0,Control,263.0,8182.66666666667,91.6666666666667,91.6666666666667,369.333333333333,7402.0,75.6666666666667,77.6666666666667,350.666666666667,9212.0,107.333333333333,108.333333333333,391.333333333333,male_D04
1801,0,D13,mouse2,6644.35,22.25,81.3,7727.15,44204.05,4096.95,39.0,6580.15,1912.65,435.8,10.14,1246.7,14917.8,76,13904.05,33,19539.6,19,20280.4,10,Control,10.0,0,Control,320.0,8751.0,94.3333333333333,93.6666666666667,380.666666666667,7936.66666666667,80.0,81.0,361.333333333333,9707.0,110.333333333333,107.333333333333,400.666666666667,male_D13
1044,1,D11,mouse1,7150.1,279.25,21.25,14952.8,54553.45,1387.3,4.25,1768.6,719.65,865.1,14.02,579.15,14113.55,75,16686.35,40,13453.85,13,15986.35,20,Control,20.0,1,Control,700.0,7158.66666666667,81.0,89.3333333333333,341.333333333333,6427.0,71.6666666666667,78.6666666666667,324.0,8557.33333333333,92.3333333333333,101.666666666667,376.666666666667,female_D11
1997,0,D11,mouse3,9489.05,674.9,31.2,11546.65,46756.6,5060.95,12.15,4512.45,2393.1,519.25,10.85,1650.45,16497.85,93,17331.5,40,15280.95,16,22014.6,13,Control,13.0,0,Control,454.0,8890.0,93.6666666666667,98.3333333333333,382.0,7940.0,80.3333333333333,84.3333333333333,360.0,10382.6666666667,106.333333333333,111.666666666667,413.333333333333,male_D11
1845,0,D04,mouse1,1846.15,0.65,7.2,14131.35,59433.6,1214.8,5.65,3978.15,750.75,780.35,14.36,3364.8,15484.5,80,14333.0,35,19351.35,19,27727.7,11,Control,11.0,0,Control,357.0,8111.66666666667,91.6666666666667,90.0,365.333333333333,7294.66666666667,77.3333333333333,76.6666666666667,346.666666666667,9033.66666666667,107.0,103.666666666667,387.333333333333,male_D04
1052,1,D13,mouse3,6135.85,289.8,5.55,19883.9,35954.35,1082.9,2.15,2510.05,93.8,437.4,8.93,2122.2,13434.4,72,11573.6,27,15135.1,14,22883.0,20,Control,20.0,1,Control,702.0,6760.66666666667,78.0,89.0,332.0,6064.33333333333,69.3333333333333,77.0,314.666666666667,7996.0,91.0,99.3333333333333,362.666666666667,female_D13
1685,0,D22,mouse3,368.95,0.55,9.65,7532.35,35574.25,1891.4,4.25,17754.25,1160.7,431.05,7.98,1144.3,12913.85,71,8972.6,22,19570.85,19,27395.65,8,Control,8.0,0,Control,234.0,8578.0,89.0,95.6666666666667,375.333333333333,7716.33333333333,78.6666666666667,82.3333333333333,356.666666666667,9434.33333333333,103.333333333333,110.333333333333,394.0,male_D22
1756,0,D22,mouse2,4947.1,206.45,43.15,14344.05,44040.4,3164.6,22.95,470.7,2747.35,649.7,11.55,3110.3,14414.95,78,9034.4,21,13588.9,14,26547.6,9,Control,9.0,0,Control,281.0,8057.66666666667,84.0,97.0,364.0,7229.0,73.6666666666667,83.3333333333333,344.666666666667,9006.66666666667,96.3333333333333,110.666666666667,386.666666666667,male_D22
2200,0,D17,mouse2,10421.55,521.45,17.25,10298.5,40188.7,3696.0,84.95,17042.3,792.25,865.9,15.49,2316.25,21038.5,111,12151.35,29,8413.45,9,27432.7,17,Control,17.0,0,Control,593.0,9918.0,96.6666666666667,102.666666666667,406.0,8665.0,82.3333333333333,87.3333333333333,378.666666666667,11430.3333333333,116.0,119.333333333333,435.333333333333,male_D17
2060,0,D11,mouse3,7686.05,378.0,47.5,14623.7,46902.75,6994.0,39.65,1495.15,2513.95,502.8,10.94,2876.45,19727.75,105,17199.45,41,17076.35,16,28062.65,14,Control,14.0,0,Control,496.0,8393.0,89.3333333333333,96.0,371.333333333333,7573.66666666667,77.0,84.0,352.0,9697.33333333333,102.333333333333,110.333333333333,399.333333333333,male_D11
1702,0,D04,mouse2,4471.15,100.05,29.75,15290.9,52308.5,4488.5,20.25,369.3,1600.9,651.0,13.95,2016.65,16308.55,90,11951.4,30,12583.25,12,20237.65,9,Control,9.0,0,Control,263.0,8182.66666666667,91.6666666666667,91.6666666666667,369.333333333333,7402.0,75.6666666666667,77.6666666666667,350.666666666667,9212.0,107.333333333333,108.333333333333,391.333333333333,male_D04
2506,0,D17,mouse2,9434.2,805.1,1.15,12020.0,37760.3,4116.65,28.75,14748.75,1643.95,487.3,11.37,3427.6,19026.1,108,13460.7,31,9888.3,10,33525.05,23,Control,23.0,0,Control,867.0,8861.0,88.3333333333333,99.6666666666667,382.0,7767.0,79.0,85.6666666666667,357.333333333333,10077.6666666667,103.333333333333,112.666666666667,406.666666666667,male_D17
478,1,D17,mouse2,4345.15,214.3,37.8,22325.2,52497.05,2697.6,28.25,5174.0,529.3,1598.5,22.08,2656.75,12622.05,67,14451.85,35,18798.25,21,21988.25,10,Control,10.0,1,Control,300.0,6524.33333333333,79.6666666666667,81.6666666666667,326.666666666667,5781.0,69.3333333333333,71.6666666666667,306.666666666667,7594.66666666667,94.0,91.3333333333333,354.666666666667,female_D17
1087,1,D04,mouse2,8857.8,578.4,9.35,18025.65,44897.7,2239.3,22.85,3976.5,776.95,639.25,12.49,952.15,17234.85,89,14105.4,35,12106.85,12,14827.25,21,Control,21.0,1,Control,738.0,7979.33333333333,86.6666666666667,93.3333333333333,362.0,7229.66666666667,75.6666666666667,79.6666666666667,344.666666666667,8985.66666666667,99.0,107.666666666667,386.0,female_D04
253,1,D13,mouse2,3445.3,212.75,38.25,21206.85,47358.25,2420.45,9.15,624.75,1386.45,944.7,15.53,764.85,15970.85,82,10946.3,27,10682.3,12,14051.65,7,Control,7.0,1,Control,154.0,5867.0,78.0,79.0,309.333333333333,5291.33333333333,66.3333333333333,69.0,294.0,7381.0,91.3333333333333,88.3333333333333,350.666666666667,female_D13
957,1,D22,mouse1,5055.85,284.1,35.6,10085.45,46792.7,1793.1,20.5,15979.7,572.25,1204.05,18.9,815.1,13699.5,71,14265.45,37,13596.45,15,25582.45,18,Control,18.0,1,Control,620.0,7697.33333333333,86.0,91.3333333333333,355.333333333333,6993.33333333333,74.6666666666667,79.0,338.666666666667,8576.66666666667,98.6666666666667,103.666666666667,376.0,female_D22
930,1,D11,mouse1,3583.85,151.25,15.45,9592.6,43215.15,2245.45,11.75,11184.65,1271.35,654.35,12.11,577.35,20103.6,109,9677.35,23,8312.25,9,19511.75,18,Control,18.0,1,Control,610.0,8404.0,98.0,87.0,372.0,7716.66666666667,83.6666666666667,76.6666666666667,356.0,9301.0,110.0,100.666666666667,392.0,female_D11
380,1,D07,mouse3,3294.65,201.25,25.85,15174.3,45887.95,2601.75,23.8,6586.3,495.6,967.15,14.02,1884.0,14183.65,77,12209.75,29,17484.55,18,21525.55,9,Control,9.0,1,Control,243.0,7243.66666666667,82.6666666666667,89.3333333333333,344.666666666667,6421.0,71.6666666666667,78.0,324.0,8357.33333333333,97.3333333333333,98.6666666666667,371.333333333333,female_D07
1178,1,D22,mouse3,8140.25,366.05,20.5,13138.05,41424.3,1130.3,1.95,6367.5,322.8,1031.3,14.65,2851.4,15676.15,79,12389.65,30,6789.55,8,28425.8,22,Control,22.0,1,Control,802.0,6738.0,81.3333333333333,85.0,332.0,5920.33333333333,71.3333333333333,72.3333333333333,312.0,7986.0,93.0,98.0,362.666666666667,female_D22
2516,0,D22,mouse3,9908.1,309.35,2.05,15038.05,45266.6,3650.0,1.25,778.05,1415.15,403.2,8.99,2020.6,20847.4,114,16679.2,41,9363.05,11,27002.05,23,Control,23.0,0,Control,872.0,7690.66666666667,86.3333333333333,90.0,356.666666666667,6945.66666666667,74.6666666666667,75.6666666666667,338.0,8640.33333333333,101.0,104.333333333333,378.0,male_D22
969,1,D04,mouse1,14205.45,578.35,9.0,7934.45,43774.3,2652.0,7.05,4137.5,718.1,776.4,14.99,506.4,15563.15,88,8877.8,22,13311.45,12,10952.7,19,Control,19.0,1,Control,649.0,8338.66666666667,85.0,99.3333333333333,370.666666666667,7550.0,74.6666666666667,85.6666666666667,352.0,9364.66666666667,97.6666666666667,112.666666666667,394.0,female_D04
1795,0,D11,mouse2,7794.75,400.4,264.4,7335.75,40754.3,2396.4,11.85,19850.3,1150.2,678.45,13.07,1454.7,15925.05,85,16462.4,39,12772.95,13,21615.4,10,Control,10.0,0,Control,318.0,9087.33333333333,95.6666666666667,97.0,387.333333333333,8098.66666666667,83.0,82.0,365.333333333333,10273.0,110.333333333333,112.333333333333,413.333333333333,male_D11
1370,0,D11,mouse3,12.1,0.1,0.0,6746.7,24474.9,1341.4,2.6,32813.4,506.3,531.0,11.2,973.4,13202.6,71,8277.9,19,6619.6,5,18956.9,3,Control,3.0,0,Control,34.0,5306.0,72.6666666666667,75.0,295.333333333333,4817.33333333333,62.6666666666667,63.0,281.333333333333,6004.66666666667,84.3333333333333,86.0,315.333333333333,male_D11
699,1,D22,mouse1,9574.45,464.25,37.8,19264.45,53072.1,2466.35,69.7,6685.1,707.45,2099.1,32.38,3071.65,14460.9,81,8770.55,22,4960.05,6,25302.8,13,Control,13.0,1,Control,441.0,7218.0,85.6666666666667,84.6666666666667,343.333333333333,6528.0,74.6666666666667,74.3333333333333,326.666666666667,8120.66666666667,97.3333333333333,97.3333333333333,364.666666666667,female_D22
2505,0,D17,mouse1,9059.85,724.3,0.05,9662.95,40875.6,4328.75,20.25,14275.25,1399.8,505.45,11.49,3427.6,17757.2,98,10797.35,26,12924.45,13,33525.05,23,Control,23.0,0,Control,867.0,8861.0,88.3333333333333,99.6666666666667,382.0,7767.0,79.0,85.6666666666667,357.333333333333,10077.6666666667,103.333333333333,112.666666666667,406.666666666667,male_D17
1428,0,D07,mouse1,14345.4,195.8,83.3,15442.4,38869.6,6374.8,8.4,8419.1,1798.7,1144.9,18.28,2613.1,15125.2,82,12064.1,32,11153.1,10,27126.6,4,Control,4.0,0,Control,54.0,5696.0,78.3333333333333,72.6666666666667,305.333333333333,4946.66666666667,65.3333333333333,63.6666666666667,284.0,6873.66666666667,94.0,83.3333333333333,340.0,male_D07
1928,0,D11,mouse3,5564.8,643.3,200.2,11665.95,56904.4,4791.4,12.65,7021.05,2107.5,512.95,11.33,301.35,15233.15,86,20026.05,51,16178.8,15,17028.7,12,Control,12.0,0,Control,407.0,9247.0,97.0,94.6666666666667,390.666666666667,8132.0,83.6666666666667,81.6666666666667,365.333333333333,10419.3333333333,113.0,110.666666666667,416.666666666667,male_D11
548,1,D17,mouse3,2396.8,193.55,25.35,17960.5,51835.15,2561.35,12.95,4565.0,1156.0,1235.9,15.24,909.65,16151.25,88,9103.35,21,18398.45,19,17034.45,11,Control,11.0,1,Control,347.0,6731.0,82.3333333333333,81.0,332.0,5971.0,72.0,71.3333333333333,312.0,7770.66666666667,94.3333333333333,93.0,358.0,female_D17
